artifact_id,artifact_path,artifact_type,source_notebook_or_script,exp_id,has_oof,has_test_pred,has_submission,has_runtime,provenance_status,notes
a0133,birdclef-2026/notebooks/v20-fast-onnx-4fold/submission.ipynb,notebook,birdclef-2026/notebooks/v20-fast-onnx-4fold/submission.ipynb,v20-fast-onnx-4fold,False,False,False,False,linked_to_exp,
a0134,birdclef-2026/notebooks/v21-fast-onnx-5fold/kernel-metadata.json,kernel_metadata,birdclef-2026/notebooks/v21-fast-onnx-5fold/submission.ipynb,v21-fast-onnx-5fold,False,False,False,False,linked_to_exp,
a0135,birdclef-2026/notebooks/v21-fast-onnx-5fold/submission.ipynb,notebook,birdclef-2026/notebooks/v21-fast-onnx-5fold/submission.ipynb,v21-fast-onnx-5fold,False,False,False,False,linked_to_exp,
a0136,birdclef-2026/notebooks/v22-fast-onnx-filemax/kernel-metadata.json,kernel_metadata,birdclef-2026/notebooks/v22-fast-onnx-filemax/submission.ipynb,v22-fast-onnx-filemax,False,False,False,False,linked_to_exp,
a0137,birdclef-2026/notebooks/v22-fast-onnx-filemax/submission.ipynb,notebook,birdclef-2026/notebooks/v22-fast-onnx-filemax/submission.ipynb,v22-fast-onnx-filemax,False,False,False,False,linked_to_exp,
a0138,birdclef-2026/notebooks/v23-fast-onnx-filemax04/kernel-metadata.json,kernel_metadata,birdclef-2026/notebooks/v23-fast-onnx-filemax04/submission.ipynb,v23-fast-onnx-filemax04,False,False,False,False,linked_to_exp,
a0139,birdclef-2026/notebooks/v23-fast-onnx-filemax04/submission.ipynb,notebook,birdclef-2026/notebooks/v23-fast-onnx-filemax04/submission.ipynb,v23-fast-onnx-filemax04,False,False,False,False,linked_to_exp,
a0140,birdclef-2026/notebooks/v24-attributed-public-gate-combo/bc26-public-gate-combo-pc010-v2.ipynb,notebook,birdclef-2026/notebooks/v24-attributed-public-gate-combo/bc26-public-gate-combo-pc010-v2.ipynb,v24-attributed-public-gate-combo,False,False,False,False,linked_to_exp,
a0141,birdclef-2026/notebooks/v24-attributed-public-gate-combo/kernel-metadata.json,kernel_metadata,birdclef-2026/notebooks/v24-attributed-public-gate-combo/bc26-public-gate-combo-pc010-v2.ipynb,v24-attributed-public-gate-combo,False,False,False,False,linked_to_exp,
a0142,birdclef-2026/notebooks/v25-attributed-eos1-benchmark/birdclef-2026-eos-1.ipynb,notebook,birdclef-2026/notebooks/v25-attributed-eos1-benchmark/birdclef-2026-eos-1.ipynb,v25-attributed-eos1-benchmark,False,False,False,False,linked_to_exp,
a0143,birdclef-2026/notebooks/v25-attributed-eos1-benchmark/kernel-metadata.json,kernel_metadata,birdclef-2026/notebooks/v25-attributed-eos1-benchmark/birdclef-2026-eos-1.ipynb,v25-attributed-eos1-benchmark,False,False,False,False,linked_to_exp,
a0144,birdclef-2026/notebooks/v26-attributed-raunak-dynamic-blend/birdclef-2026-deep-protossm-sed-dynamic-blend.ipynb,notebook,birdclef-2026/notebooks/v26-attributed-raunak-dynamic-blend/birdclef-2026-deep-protossm-sed-dynamic-blend.ipynb,v26-attributed-raunak-dynamic-blend,False,False,False,False,linked_to_exp,
a0145,birdclef-2026/notebooks/v26-attributed-raunak-dynamic-blend/kernel-metadata.json,kernel_metadata,birdclef-2026/notebooks/v26-attributed-raunak-dynamic-blend/birdclef-2026-deep-protossm-sed-dynamic-blend.ipynb,v26-attributed-raunak-dynamic-blend,False,False,False,False,linked_to_exp,
a0146,birdclef-2026/notebooks/v27-attributed-lucataco-conservative-ensemble/bc26-scoredesc-conservative-ensemble.py,script,birdclef-2026/notebooks/v27-attributed-lucataco-conservative-ensemble/bc26-scoredesc-conservative-ensemble.py,v27-attributed-lucataco-conservative-ensemble,False,False,False,False,linked_to_exp,
a0147,birdclef-2026/notebooks/v27-attributed-lucataco-conservative-ensemble/kernel-metadata.json,kernel_metadata,birdclef-2026/notebooks/v27-attributed-lucataco-conservative-ensemble/bc26-scoredesc-conservative-ensemble.py,v27-attributed-lucataco-conservative-ensemble,False,False,False,False,linked_to_exp,
a0148,birdclef-2026/notebooks/v28-attributed-meenal-improved/birdclef-2026-improved.ipynb,notebook,birdclef-2026/notebooks/v28-attributed-meenal-improved/birdclef-2026-improved.ipynb,v28-attributed-meenal-improved,False,False,False,False,linked_to_exp,
a0149,birdclef-2026/notebooks/v28-attributed-meenal-improved/kernel-metadata.json,kernel_metadata,birdclef-2026/notebooks/v28-attributed-meenal-improved/birdclef-2026-improved.ipynb,v28-attributed-meenal-improved,False,False,False,False,linked_to_exp,
a0150,birdclef-2026/notebooks/v29-attributed-meenal-no-bn/birdclef-2026-improved.ipynb,notebook,birdclef-2026/notebooks/v29-attributed-meenal-no-bn/birdclef-2026-improved.ipynb,v29-attributed-meenal-no-bn,False,False,False,False,linked_to_exp,
a0151,birdclef-2026/notebooks/v29-attributed-meenal-no-bn/kernel-metadata.json,kernel_metadata,birdclef-2026/notebooks/v29-attributed-meenal-no-bn/birdclef-2026-improved.ipynb,v29-attributed-meenal-no-bn,False,False,False,False,linked_to_exp,
a0152,birdclef-2026/notebooks/v3-original/kernel-metadata.json,kernel_metadata,birdclef-2026/notebooks/v3-original/submission.ipynb,v3-original,False,False,False,False,linked_to_exp,
a0153,birdclef-2026/notebooks/v3-original/submission.ipynb,notebook,birdclef-2026/notebooks/v3-original/submission.ipynb,v3-original,False,False,False,False,linked_to_exp,
a0154,birdclef-2026/notebooks/v30-attributed-adarsh-svanik-fusion/birdclef-2026-v53-svanik-fusion.ipynb,notebook,birdclef-2026/notebooks/v30-attributed-adarsh-svanik-fusion/birdclef-2026-v53-svanik-fusion.ipynb,v30-attributed-adarsh-svanik-fusion,False,False,False,False,linked_to_exp,
a0155,birdclef-2026/notebooks/v30-attributed-adarsh-svanik-fusion/kernel-metadata.json,kernel_metadata,birdclef-2026/notebooks/v30-attributed-adarsh-svanik-fusion/birdclef-2026-v53-svanik-fusion.ipynb,v30-attributed-adarsh-svanik-fusion,False,False,False,False,linked_to_exp,
a0156,birdclef-2026/notebooks/v31-attributed-meenal-sed60/birdclef-2026-improved.ipynb,notebook,birdclef-2026/notebooks/v31-attributed-meenal-sed60/birdclef-2026-improved.ipynb,v31-attributed-meenal-sed60,False,False,False,False,linked_to_exp,
a0157,birdclef-2026/notebooks/v31-attributed-meenal-sed60/kernel-metadata.json,kernel_metadata,birdclef-2026/notebooks/v31-attributed-meenal-sed60/birdclef-2026-improved.ipynb,v31-attributed-meenal-sed60,False,False,False,False,linked_to_exp,
a0158,birdclef-2026/notebooks/v32-attributed-chaneyma-gate-v53/bc26-gate-v53-eos4-shared-perch-no-birdnet-scan.ipynb,notebook,birdclef-2026/notebooks/v32-attributed-chaneyma-gate-v53/bc26-gate-v53-eos4-shared-perch-no-birdnet-scan.ipynb,v32-attributed-chaneyma-gate-v53,False,False,False,False,linked_to_exp,
a0159,birdclef-2026/notebooks/v32-attributed-chaneyma-gate-v53/kernel-metadata.json,kernel_metadata,birdclef-2026/notebooks/v32-attributed-chaneyma-gate-v53/bc26-gate-v53-eos4-shared-perch-no-birdnet-scan.ipynb,v32-attributed-chaneyma-gate-v53,False,False,False,False,linked_to_exp,
a0160,birdclef-2026/notebooks/v33-attributed-adarsh-v54-tta/birdclef-2026-v54-tta.ipynb,notebook,birdclef-2026/notebooks/v33-attributed-adarsh-v54-tta/birdclef-2026-v54-tta.ipynb,v33-attributed-adarsh-v54-tta,False,False,False,False,linked_to_exp,
a0161,birdclef-2026/notebooks/v33-attributed-adarsh-v54-tta/kernel-metadata.json,kernel_metadata,birdclef-2026/notebooks/v33-attributed-adarsh-v54-tta/birdclef-2026-v54-tta.ipynb,v33-attributed-adarsh-v54-tta,False,False,False,False,linked_to_exp,
a0162,birdclef-2026/notebooks/v34-attributed-adarsh-v54-sed60/birdclef-2026-v54-tta.ipynb,notebook,birdclef-2026/notebooks/v34-attributed-adarsh-v54-sed60/birdclef-2026-v54-tta.ipynb,v34-attributed-adarsh-v54-sed60,False,False,False,False,linked_to_exp,
a0163,birdclef-2026/notebooks/v34-attributed-adarsh-v54-sed60/kernel-metadata.json,kernel_metadata,birdclef-2026/notebooks/v34-attributed-adarsh-v54-sed60/birdclef-2026-v54-tta.ipynb,v34-attributed-adarsh-v54-sed60,False,False,False,False,linked_to_exp,
a0164,birdclef-2026/notebooks/v35-attributed-adarsh-v54-sed80/birdclef-2026-v54-tta.ipynb,notebook,birdclef-2026/notebooks/v35-attributed-adarsh-v54-sed80/birdclef-2026-v54-tta.ipynb,v35-attributed-adarsh-v54-sed80,False,False,False,False,linked_to_exp,
a0165,birdclef-2026/notebooks/v35-attributed-adarsh-v54-sed80/kernel-metadata.json,kernel_metadata,birdclef-2026/notebooks/v35-attributed-adarsh-v54-sed80/birdclef-2026-v54-tta.ipynb,v35-attributed-adarsh-v54-sed80,False,False,False,False,linked_to_exp,
a0166,birdclef-2026/notebooks/v36-attributed-pilkwang-948-fusion/948-birdclef-26-acoustic-time-window-rank-fusion.ipynb,notebook,birdclef-2026/notebooks/v36-attributed-pilkwang-948-fusion/948-birdclef-26-acoustic-time-window-rank-fusion.ipynb,v36-attributed-pilkwang-948-fusion,False,False,False,False,linked_to_exp,
a0167,birdclef-2026/notebooks/v36-attributed-pilkwang-948-fusion/kernel-metadata.json,kernel_metadata,birdclef-2026/notebooks/v36-attributed-pilkwang-948-fusion/948-birdclef-26-acoustic-time-window-rank-fusion.ipynb,v36-attributed-pilkwang-948-fusion,False,False,False,False,linked_to_exp,
a0168,birdclef-2026/notebooks/v37-attributed-vyanktesh-948/birdclef-2026-protossm-sed-0-948.ipynb,notebook,birdclef-2026/notebooks/v37-attributed-vyanktesh-948/birdclef-2026-protossm-sed-0-948.ipynb,v37-attributed-vyanktesh-948,False,False,False,False,linked_to_exp,
a0169,birdclef-2026/notebooks/v37-attributed-vyanktesh-948/kernel-metadata.json,kernel_metadata,birdclef-2026/notebooks/v37-attributed-vyanktesh-948/birdclef-2026-protossm-sed-0-948.ipynb,v37-attributed-vyanktesh-948,False,False,False,False,linked_to_exp,
a0170,birdclef-2026/notebooks/v38-attributed-youssef-948/kernel-metadata.json,kernel_metadata,birdclef-2026/notebooks/v38-attributed-youssef-948/lb-0-948.ipynb,v38-attributed-youssef-948,False,False,False,False,linked_to_exp,
a0171,birdclef-2026/notebooks/v38-attributed-youssef-948/lb-0-948.ipynb,notebook,birdclef-2026/notebooks/v38-attributed-youssef-948/lb-0-948.ipynb,v38-attributed-youssef-948,False,False,False,False,linked_to_exp,
a0172,birdclef-2026/notebooks/v39-attributed-zeyad-eos-parity/birdclef-2026-eos-parity-inference.ipynb,notebook,birdclef-2026/notebooks/v39-attributed-zeyad-eos-parity/birdclef-2026-eos-parity-inference.ipynb,v39-attributed-zeyad-eos-parity,False,False,False,False,linked_to_exp,
a0173,birdclef-2026/notebooks/v39-attributed-zeyad-eos-parity/kernel-metadata.json,kernel_metadata,birdclef-2026/notebooks/v39-attributed-zeyad-eos-parity/birdclef-2026-eos-parity-inference.ipynb,v39-attributed-zeyad-eos-parity,False,False,False,False,linked_to_exp,
a0174,birdclef-2026/notebooks/v4-optimized/kernel-metadata.json,kernel_metadata,birdclef-2026/notebooks/v4-optimized/submission.ipynb,v4-optimized,False,False,False,False,linked_to_exp,
a0175,birdclef-2026/notebooks/v4-optimized/submission.ipynb,notebook,birdclef-2026/notebooks/v4-optimized/submission.ipynb,v4-optimized,False,False,False,False,linked_to_exp,
a0176,birdclef-2026/notebooks/v40-attributed-mtoshi-948/kernel-metadata.json,kernel_metadata,birdclef-2026/notebooks/v40-attributed-mtoshi-948/test-0-948.ipynb,v40-attributed-mtoshi-948,False,False,False,False,linked_to_exp,
a0177,birdclef-2026/notebooks/v40-attributed-mtoshi-948/test-0-948.ipynb,notebook,birdclef-2026/notebooks/v40-attributed-mtoshi-948/test-0-948.ipynb,v40-attributed-mtoshi-948,False,False,False,False,linked_to_exp,
a0178,birdclef-2026/notebooks/v41-attributed-mtoshi-sed80/kernel-metadata.json,kernel_metadata,birdclef-2026/notebooks/v41-attributed-mtoshi-sed80/test-0-948.ipynb,v41-attributed-mtoshi-sed80,False,False,False,False,linked_to_exp,
a0179,birdclef-2026/notebooks/v41-attributed-mtoshi-sed80/test-0-948.ipynb,notebook,birdclef-2026/notebooks/v41-attributed-mtoshi-sed80/test-0-948.ipynb,v41-attributed-mtoshi-sed80,False,False,False,False,linked_to_exp,
a0180,birdclef-2026/notebooks/v42-attributed-nina-eos4/birdclef-2026-eos-4.ipynb,notebook,birdclef-2026/notebooks/v42-attributed-nina-eos4/birdclef-2026-eos-4.ipynb,v42-attributed-nina-eos4,False,False,False,False,linked_to_exp,
a0181,birdclef-2026/notebooks/v42-attributed-nina-eos4/kernel-metadata.json,kernel_metadata,birdclef-2026/notebooks/v42-attributed-nina-eos4/birdclef-2026-eos-4.ipynb,v42-attributed-nina-eos4,False,False,False,False,linked_to_exp,
a0182,birdclef-2026/notebooks/v43-attributed-nina-eos4-alignfix/birdclef-2026-eos-4.ipynb,notebook,birdclef-2026/notebooks/v43-attributed-nina-eos4-alignfix/birdclef-2026-eos-4.ipynb,v43-attributed-nina-eos4-alignfix,False,False,False,False,linked_to_exp,
a0183,birdclef-2026/notebooks/v43-attributed-nina-eos4-alignfix/kernel-metadata.json,kernel_metadata,birdclef-2026/notebooks/v43-attributed-nina-eos4-alignfix/birdclef-2026-eos-4.ipynb,v43-attributed-nina-eos4-alignfix,False,False,False,False,linked_to_exp,
a0184,birdclef-2026/notebooks/v44-attributed-mtoshi-visual-cpu/birdclef-2026-visual-cpu-inference.ipynb,notebook,birdclef-2026/notebooks/v44-attributed-mtoshi-visual-cpu/birdclef-2026-visual-cpu-inference.ipynb,v44-attributed-mtoshi-visual-cpu,False,False,False,False,linked_to_exp,
a0185,birdclef-2026/notebooks/v44-attributed-mtoshi-visual-cpu/kernel-metadata.json,kernel_metadata,birdclef-2026/notebooks/v44-attributed-mtoshi-visual-cpu/birdclef-2026-visual-cpu-inference.ipynb,v44-attributed-mtoshi-visual-cpu,False,False,False,False,linked_to_exp,
a0186,birdclef-2026/notebooks/v45-attributed-mtoshi-lb-improved/kernel-metadata.json,kernel_metadata,birdclef-2026/notebooks/v45-attributed-mtoshi-lb-improved/lb-improved.ipynb,v45-attributed-mtoshi-lb-improved,False,False,False,False,linked_to_exp,
a0187,birdclef-2026/notebooks/v45-attributed-mtoshi-lb-improved/lb-improved.ipynb,notebook,birdclef-2026/notebooks/v45-attributed-mtoshi-lb-improved/lb-improved.ipynb,v45-attributed-mtoshi-lb-improved,False,False,False,False,linked_to_exp,
a0188,birdclef-2026/notebooks/v46-attributed-kruzzcc-safar-birdnet/bc26-safar-0947-birdnet.ipynb,notebook,birdclef-2026/notebooks/v46-attributed-kruzzcc-safar-birdnet/bc26-safar-0947-birdnet.ipynb,v46-attributed-kruzzcc-safar-birdnet,False,False,False,False,linked_to_exp,
a0189,birdclef-2026/notebooks/v46-attributed-kruzzcc-safar-birdnet/kernel-metadata.json,kernel_metadata,birdclef-2026/notebooks/v46-attributed-kruzzcc-safar-birdnet/bc26-safar-0947-birdnet.ipynb,v46-attributed-kruzzcc-safar-birdnet,False,False,False,False,linked_to_exp,
a0190,birdclef-2026/notebooks/v47-attributed-kruzzcc-sed80-no-bn/bc26-safar-0947-birdnet.ipynb,notebook,birdclef-2026/notebooks/v47-attributed-kruzzcc-sed80-no-bn/bc26-safar-0947-birdnet.ipynb,v47-attributed-kruzzcc-sed80-no-bn,False,False,False,False,linked_to_exp,
a0191,birdclef-2026/notebooks/v47-attributed-kruzzcc-sed80-no-bn/kernel-metadata.json,kernel_metadata,birdclef-2026/notebooks/v47-attributed-kruzzcc-sed80-no-bn/bc26-safar-0947-birdnet.ipynb,v47-attributed-kruzzcc-sed80-no-bn,False,False,False,False,linked_to_exp,
a0192,birdclef-2026/notebooks/v48-attributed-karnak-power-opt/kernel-metadata.json,kernel_metadata,birdclef-2026/notebooks/v48-attributed-karnak-power-opt/power-optimization.ipynb,v48-attributed-karnak-power-opt,False,False,False,False,linked_to_exp,
a0193,birdclef-2026/notebooks/v48-attributed-karnak-power-opt/power-optimization.ipynb,notebook,birdclef-2026/notebooks/v48-attributed-karnak-power-opt/power-optimization.ipynb,v48-attributed-karnak-power-opt,False,False,False,False,linked_to_exp,
a0194,birdclef-2026/notebooks/v49-attributed-franksunp-5branch/birdclef-2026-5-branch-v4-tta-fix.ipynb,notebook,birdclef-2026/notebooks/v49-attributed-franksunp-5branch/birdclef-2026-5-branch-v4-tta-fix.ipynb,v49-attributed-franksunp-5branch,False,False,False,False,linked_to_exp,
a0195,birdclef-2026/notebooks/v49-attributed-franksunp-5branch/kernel-metadata.json,kernel_metadata,birdclef-2026/notebooks/v49-attributed-franksunp-5branch/birdclef-2026-5-branch-v4-tta-fix.ipynb,v49-attributed-franksunp-5branch,False,False,False,False,linked_to_exp,
a0196,birdclef-2026/notebooks/v5-calibrated/kernel-metadata.json,kernel_metadata,birdclef-2026/notebooks/v5-calibrated/submission.ipynb,v5-calibrated,False,False,False,False,linked_to_exp,
a0197,birdclef-2026/notebooks/v5-calibrated/submission.ipynb,notebook,birdclef-2026/notebooks/v5-calibrated/submission.ipynb,v5-calibrated,False,False,False,False,linked_to_exp,
a0198,birdclef-2026/notebooks/v50-attributed-raunak-v7/birdclef-26-v7-notebook.ipynb,notebook,birdclef-2026/notebooks/v50-attributed-raunak-v7/birdclef-26-v7-notebook.ipynb,v50-attributed-raunak-v7,False,False,False,False,linked_to_exp,
a0199,birdclef-2026/notebooks/v50-attributed-raunak-v7/kernel-metadata.json,kernel_metadata,birdclef-2026/notebooks/v50-attributed-raunak-v7/birdclef-26-v7-notebook.ipynb,v50-attributed-raunak-v7,False,False,False,False,linked_to_exp,
a0200,birdclef-2026/notebooks/v51-attributed-anthony-ensemble/birdclef-ensemble-of-solutions.ipynb,notebook,birdclef-2026/notebooks/v51-attributed-anthony-ensemble/birdclef-ensemble-of-solutions.ipynb,v51-attributed-anthony-ensemble,False,False,False,False,linked_to_exp,
a0201,birdclef-2026/notebooks/v51-attributed-anthony-ensemble/kernel-metadata.json,kernel_metadata,birdclef-2026/notebooks/v51-attributed-anthony-ensemble/birdclef-ensemble-of-solutions.ipynb,v51-attributed-anthony-ensemble,False,False,False,False,linked_to_exp,
a0202,birdclef-2026/notebooks/v52-attributed-anthony-alignfix/birdclef-ensemble-of-solutions.ipynb,notebook,birdclef-2026/notebooks/v52-attributed-anthony-alignfix/birdclef-ensemble-of-solutions.ipynb,v52-attributed-anthony-alignfix,False,False,False,False,linked_to_exp,
a0203,birdclef-2026/notebooks/v52-attributed-anthony-alignfix/kernel-metadata.json,kernel_metadata,birdclef-2026/notebooks/v52-attributed-anthony-alignfix/birdclef-ensemble-of-solutions.ipynb,v52-attributed-anthony-alignfix,False,False,False,False,linked_to_exp,
a0204,birdclef-2026/notebooks/v53-attributed-anthony-alignfix2/birdclef-ensemble-of-solutions.ipynb,notebook,birdclef-2026/notebooks/v53-attributed-anthony-alignfix2/birdclef-ensemble-of-solutions.ipynb,v53-attributed-anthony-alignfix2,False,False,False,False,linked_to_exp,
a0205,birdclef-2026/notebooks/v53-attributed-anthony-alignfix2/kernel-metadata.json,kernel_metadata,birdclef-2026/notebooks/v53-attributed-anthony-alignfix2/birdclef-ensemble-of-solutions.ipynb,v53-attributed-anthony-alignfix2,False,False,False,False,linked_to_exp,
a0206,birdclef-2026/notebooks/v54-attributed-safar-948/kernel-metadata.json,kernel_metadata,birdclef-2026/notebooks/v54-attributed-safar-948/lb-score-0-948.ipynb,v54-attributed-safar-948,False,False,False,False,linked_to_exp,
a0207,birdclef-2026/notebooks/v54-attributed-safar-948/lb-score-0-948.ipynb,notebook,birdclef-2026/notebooks/v54-attributed-safar-948/lb-score-0-948.ipynb,v54-attributed-safar-948,False,False,False,False,linked_to_exp,
a0208,birdclef-2026/notebooks/v55-attributed-chaneyma-gate-v54/bc26-gate-v54-v38-eos4-light-post.ipynb,notebook,birdclef-2026/notebooks/v55-attributed-chaneyma-gate-v54/bc26-gate-v54-v38-eos4-light-post.ipynb,v55-attributed-chaneyma-gate-v54,False,False,False,False,linked_to_exp,
a0209,birdclef-2026/notebooks/v55-attributed-chaneyma-gate-v54/kernel-metadata.json,kernel_metadata,birdclef-2026/notebooks/v55-attributed-chaneyma-gate-v54/bc26-gate-v54-v38-eos4-light-post.ipynb,v55-attributed-chaneyma-gate-v54,False,False,False,False,linked_to_exp,
a0210,birdclef-2026/notebooks/v56-attributed-yaroslav-sitehour/birdnet-third-branch-site-hour-prior-restore.ipynb,notebook,birdclef-2026/notebooks/v56-attributed-yaroslav-sitehour/birdnet-third-branch-site-hour-prior-restore.ipynb,v56-attributed-yaroslav-sitehour,False,False,False,False,linked_to_exp,
a0211,birdclef-2026/notebooks/v56-attributed-yaroslav-sitehour/kernel-metadata.json,kernel_metadata,birdclef-2026/notebooks/v56-attributed-yaroslav-sitehour/birdnet-third-branch-site-hour-prior-restore.ipynb,v56-attributed-yaroslav-sitehour,False,False,False,False,linked_to_exp,
a0212,birdclef-2026/notebooks/v57-attributed-adarsh-swap/birdclef-2026-v54-lb-0948-swap.ipynb,notebook,birdclef-2026/notebooks/v57-attributed-adarsh-swap/birdclef-2026-v54-lb-0948-swap.ipynb,v57-attributed-adarsh-swap,False,False,False,False,linked_to_exp,
a0213,birdclef-2026/notebooks/v57-attributed-adarsh-swap/kernel-metadata.json,kernel_metadata,birdclef-2026/notebooks/v57-attributed-adarsh-swap/birdclef-2026-v54-lb-0948-swap.ipynb,v57-attributed-adarsh-swap,False,False,False,False,linked_to_exp,
a0214,birdclef-2026/notebooks/v58-attributed-claude-a2prime/birdclef-2026-r0946-a2prime-effv2s-submit.ipynb,notebook,birdclef-2026/notebooks/v58-attributed-claude-a2prime/birdclef-2026-r0946-a2prime-effv2s-submit.ipynb,v58-attributed-claude-a2prime,False,False,False,False,linked_to_exp,
a0215,birdclef-2026/notebooks/v58-attributed-claude-a2prime/kernel-metadata.json,kernel_metadata,birdclef-2026/notebooks/v58-attributed-claude-a2prime/birdclef-2026-r0946-a2prime-effv2s-submit.ipynb,v58-attributed-claude-a2prime,False,False,False,False,linked_to_exp,
a0216,birdclef-2026/notebooks/v59-attributed-karnak-dual-syntaxfix/kernel-metadata.json,kernel_metadata,birdclef-2026/notebooks/v59-attributed-karnak-dual-syntaxfix/optimized-dual-architecture-ensemble.ipynb,v59-attributed-karnak-dual-syntaxfix,False,False,False,False,linked_to_exp,
a0217,birdclef-2026/notebooks/v59-attributed-karnak-dual-syntaxfix/optimized-dual-architecture-ensemble.ipynb,notebook,birdclef-2026/notebooks/v59-attributed-karnak-dual-syntaxfix/optimized-dual-architecture-ensemble.ipynb,v59-attributed-karnak-dual-syntaxfix,False,False,False,False,linked_to_exp,
a0218,birdclef-2026/notebooks/v6-fast/kernel-metadata.json,kernel_metadata,birdclef-2026/notebooks/v6-fast/submission.ipynb,v6-fast,False,False,False,False,linked_to_exp,
a0219,birdclef-2026/notebooks/v6-fast/submission.ipynb,notebook,birdclef-2026/notebooks/v6-fast/submission.ipynb,v6-fast,False,False,False,False,linked_to_exp,
a0220,birdclef-2026/notebooks/v60-attributed-adarsh-sed-tta/birdclef-2026-v60-sed-tta.ipynb,notebook,birdclef-2026/notebooks/v60-attributed-adarsh-sed-tta/birdclef-2026-v60-sed-tta.ipynb,v60-attributed-adarsh-sed-tta,False,False,False,False,linked_to_exp,
a0221,birdclef-2026/notebooks/v60-attributed-adarsh-sed-tta/kernel-metadata.json,kernel_metadata,birdclef-2026/notebooks/v60-attributed-adarsh-sed-tta/birdclef-2026-v60-sed-tta.ipynb,v60-attributed-adarsh-sed-tta,False,False,False,False,linked_to_exp,
a0222,birdclef-2026/notebooks/v61-attributed-eslam-v20d/birdclef2026-v20d.ipynb,notebook,birdclef-2026/notebooks/v61-attributed-eslam-v20d/birdclef2026-v20d.ipynb,v61-attributed-eslam-v20d,False,False,False,False,linked_to_exp,
a0223,birdclef-2026/notebooks/v61-attributed-eslam-v20d/kernel-metadata.json,kernel_metadata,birdclef-2026/notebooks/v61-attributed-eslam-v20d/birdclef2026-v20d.ipynb,v61-attributed-eslam-v20d,False,False,False,False,linked_to_exp,
a0224,birdclef-2026/notebooks/v62-attributed-svanik-protossm-fusion/kernel-metadata.json,kernel_metadata,birdclef-2026/notebooks/v62-attributed-svanik-protossm-fusion/protossm-fusion-engine.ipynb,v62-attributed-svanik-protossm-fusion,False,False,False,False,linked_to_exp,
a0225,birdclef-2026/notebooks/v62-attributed-svanik-protossm-fusion/protossm-fusion-engine.ipynb,notebook,birdclef-2026/notebooks/v62-attributed-svanik-protossm-fusion/protossm-fusion-engine.ipynb,v62-attributed-svanik-protossm-fusion,False,False,False,False,linked_to_exp,
a0226,birdclef-2026/notebooks/v63-attributed-chaneyma-v37-ninastyle/bc26-gate-v37-ninastyle-branch.ipynb,notebook,birdclef-2026/notebooks/v63-attributed-chaneyma-v37-ninastyle/bc26-gate-v37-ninastyle-branch.ipynb,v63-attributed-chaneyma-v37-ninastyle,False,False,False,False,linked_to_exp,
a0227,birdclef-2026/notebooks/v63-attributed-chaneyma-v37-ninastyle/kernel-metadata.json,kernel_metadata,birdclef-2026/notebooks/v63-attributed-chaneyma-v37-ninastyle/bc26-gate-v37-ninastyle-branch.ipynb,v63-attributed-chaneyma-v37-ninastyle,False,False,False,False,linked_to_exp,
a0228,birdclef-2026/notebooks/v64-attributed-amul-full-yous-gate-rb035/bc26-full-yous-gate-rb035-nb-20260517.ipynb,notebook,birdclef-2026/notebooks/v64-attributed-amul-full-yous-gate-rb035/bc26-full-yous-gate-rb035-nb-20260517.ipynb,v64-attributed-amul-full-yous-gate-rb035,False,False,False,False,linked_to_exp,
a0229,birdclef-2026/notebooks/v64-attributed-amul-full-yous-gate-rb035/kernel-metadata.json,kernel_metadata,birdclef-2026/notebooks/v64-attributed-amul-full-yous-gate-rb035/bc26-full-yous-gate-rb035-nb-20260517.ipynb,v64-attributed-amul-full-yous-gate-rb035,False,False,False,False,linked_to_exp,
a0230,birdclef-2026/notebooks/v65-attributed-sunderekkiz-exp019-eos4-rankp06/birdclef-2026-exp019-eos4-rank-power-06.ipynb,notebook,birdclef-2026/notebooks/v65-attributed-sunderekkiz-exp019-eos4-rankp06/birdclef-2026-exp019-eos4-rank-power-06.ipynb,v65-attributed-sunderekkiz-exp019-eos4-rankp06,False,False,False,False,linked_to_exp,
a0231,birdclef-2026/notebooks/v65-attributed-sunderekkiz-exp019-eos4-rankp06/kernel-metadata.json,kernel_metadata,birdclef-2026/notebooks/v65-attributed-sunderekkiz-exp019-eos4-rankp06/birdclef-2026-exp019-eos4-rank-power-06.ipynb,v65-attributed-sunderekkiz-exp019-eos4-rankp06,False,False,False,False,linked_to_exp,
a0232,birdclef-2026/notebooks/v66-attributed-kotata-a1-rankblend-sedup/birdclef-2026-youssef-a1-rankblend-sedup.ipynb,notebook,birdclef-2026/notebooks/v66-attributed-kotata-a1-rankblend-sedup/birdclef-2026-youssef-a1-rankblend-sedup.ipynb,v66-attributed-kotata-a1-rankblend-sedup,False,False,False,False,linked_to_exp,
a0233,birdclef-2026/notebooks/v66-attributed-kotata-a1-rankblend-sedup/kernel-metadata.json,kernel_metadata,birdclef-2026/notebooks/v66-attributed-kotata-a1-rankblend-sedup/birdclef-2026-youssef-a1-rankblend-sedup.ipynb,v66-attributed-kotata-a1-rankblend-sedup,False,False,False,False,linked_to_exp,
a0234,birdclef-2026/notebooks/v67-original-sedfirst-rank-consensus/kernel-metadata.json,kernel_metadata,birdclef-2026/notebooks/v67-original-sedfirst-rank-consensus/submission.ipynb,v67-original-sedfirst-rank-consensus,False,False,False,False,linked_to_exp,
